Date,Open,High,Low,Close,Volume,Screenshot_Source,Verified_Yahoo,Notes
2025-08-29,508.66,509.6,504.49,506.69,20961600,user_csv,pending,
2025-09-02,500.47,506,496.81,505.12,18128000,user_csv,pending,
2025-09-03,503.79,507.79,502.32,505.35,16345100,user_csv,pending,
2025-09-04,504.3,508.15,503.15,507.97,15509500,user_csv,pending,
2025-09-05,509.07,511.97,492.37,495,31994800,user_csv,pending,
2025-09-08,498.11,501.2,495.03,498.2,16771000,user_csv,pending,
2025-09-09,501.43,502.25,497.7,498.41,14410500,user_csv,pending,
2025-09-10,502.98,503.23,496.72,500.37,21611800,user_csv,pending,
2025-09-11,502.25,503.17,497.88,501.01,18881600,user_csv,pending,
2025-09-12,506.65,512.55,503.85,509.9,23624900,user_csv,pending,
2025-09-15,508.79,515.47,507,515.36,17143800,user_csv,pending,
2025-09-16,516.88,517.23,508.6,509.04,19711900,user_csv,pending,
2025-09-17,510.62,511.29,505.93,510.02,15816600,user_csv,pending,
2025-09-18,511.49,513.07,507.66,508.45,18913700,user_csv,pending,
2025-09-19,510.56,519.3,510.31,517.93,52474100,user_csv,pending,
2025-09-22,515.59,517.74,512.54,514.45,20009300,user_csv,pending,
2025-09-23,513.8,514.59,507.31,509.23,19799600,user_csv,pending,
2025-09-24,510.38,512.48,506.92,510.15,13533700,user_csv,pending,
2025-09-25,508.3,510.01,505.04,507.03,15786500,user_csv,pending,
2025-09-26,510.06,513.94,506.62,511.46,16213100,user_csv,pending,
2025-09-29,511.5,516.85,508.88,514.6,17617800,user_csv,pending,
2025-09-30,513.24,518.16,509.66,517.95,19728200,user_csv,pending,
2025-10-01,514.8,520.51,511.69,519.71,22632300,user_csv,pending,
2025-10-02,517.64,521.6,510.68,515.74,21222900,user_csv,pending,
2025-10-03,517.1,520.49,515,517.35,15112300,user_csv,pending,
2025-10-06,518.61,531.03,518.2,528.57,21388600,user_csv,pending,
2025-10-07,528.29,529.8,521.44,523.98,14615200,user_csv,pending,
2025-10-08,523.28,526.95,523.09,524.85,13363400,user_csv,pending,
2025-10-09,522.34,524.33,517.4,522.4,18343600,user_csv,pending,
2025-10-10,519.64,523.58,509.63,510.96,24133800,user_csv,pending,
2025-10-13,516.41,516.41,511.68,514.05,14284200,user_csv,pending,
2025-10-14,510.23,515.28,506,513.57,14684300,user_csv,pending,
2025-10-15,514.96,517.19,510,513.43,14694700,user_csv,pending,
2025-10-16,512.58,516.85,508.13,511.61,15559600,user_csv,pending,
2025-10-17,509.04,515.48,507.31,513.58,19798500,user_csv,pending,
2025-10-20,,,,,,,,
2025-10-27,530,530,530,530,,user_provided,⚠️ +2.0% vs search,Pre-market price
2025-10-28,532,532,532,532,,user_provided,,Pre-market price
2025-10-29,544,544,544,544,,user_provided,,Pre-market price
