Date,Open,High,Low,Close,Volume,Screenshot_Source,Verified_Yahoo,Notes
2024-12-02,511.01,516.26,510.62,515.29,25147200,user_csv,pending,
2024-12-03,513.95,517.15,513.37,516.87,18597900,user_csv,pending,
2024-12-04,520.32,523.52,519.6,523.26,26086200,user_csv,pending,
2024-12-05,523.31,524.04,521.42,521.81,18169600,user_csv,pending,
2024-12-06,522.48,526.72,522.35,526.48,23762600,user_csv,pending,
2024-12-09,525.55,526.35,521.22,522.38,20674400,user_csv,pending,
2024-12-10,523.62,525.38,519.16,520.6,24350000,user_csv,pending,
2024-12-11,525,530.61,524.59,529.92,32168600,user_csv,pending,
2024-12-12,527.68,528.96,526.02,526.5,23577500,user_csv,pending,
2024-12-13,530.46,533.17,527.3,530.53,28780400,user_csv,pending,
2024-12-16,533.08,539.15,533,538.17,31979900,user_csv,pending,
2024-12-17,536.36,537.48,534.13,535.8,28579100,user_csv,pending,
2024-12-18,535.15,536.88,515.01,516.47,54703200,user_csv,pending,
2024-12-19,521.19,521.76,513.83,514.17,46441800,user_csv,pending,
2024-12-20,510.44,524.82,509.29,518.66,60530000,user_csv,pending,
2024-12-23,519.55,523.25,516.13,522.87,29672800,user_csv,pending,
2024-12-24,524.83,530.05,524.19,529.96,17558200,user_csv,pending,
2024-12-26,528.32,531.24,526.31,529.6,19090500,user_csv,pending,
2024-12-27,526.01,526.45,517.86,522.56,33839600,user_csv,pending,
2024-12-30,515.51,519.36,511.83,515.61,34584000,user_csv,pending,
2024-12-31,516.9,517.66,510.26,511.23,29117000,user_csv,pending,
2025-01-02,514.3,516.64,505.71,510.23,36389800,user_csv,pending,
2025-01-03,513.35,519.65,512.53,518.58,29059500,user_csv,pending,
2025-01-06,524.02,527.92,522.03,524.54,36109700,user_csv,pending,
2025-01-07,525.59,525.99,513.28,515.18,36690300,user_csv,pending,
2025-01-08,515.08,516.92,510.57,515.27,30777800,user_csv,pending,
2025-01-10,511.48,511.58,503.92,507.19,40532500,user_csv,pending,
2025-01-13,501.2,506.02,499.7,505.56,31694200,user_csv,pending,
2025-01-14,508.74,510.16,501.59,505.08,33737200,user_csv,pending,
2025-01-15,513.03,517.85,511.46,516.7,34957600,user_csv,pending,
2025-01-16,518.98,519.06,512.95,513.08,28229000,user_csv,pending,
2025-01-17,522.85,524.07,513.11,521.74,51837900,user_csv,pending,
2025-01-21,524.48,525.97,520.06,524.8,23628000,user_csv,pending,
2025-01-22,529.57,533.82,529.26,531.51,33593000,user_csv,pending,
2025-01-23,529.04,532.76,528.45,532.64,23096600,user_csv,pending,
2025-01-24,533.02,533.79,528.15,529.63,19878300,user_csv,pending,
2025-01-27,511,517.99,510.15,514.21,60771700,user_csv,pending,
2025-01-28,515.22,523,511.78,521.81,33194200,user_csv,pending,
2025-01-29,522.46,522.59,516.9,520.83,26649000,user_csv,pending,
2025-01-30,523.71,526.1,518.21,523.05,27431300,user_csv,pending,
2025-01-31,526.92,531.52,521.19,522.29,38755200,user_csv,pending,
2025-02-03,513.47,520.85,511.05,518.11,40580800,user_csv,pending,
2025-02-04,518.63,525.11,518.23,524.47,26046800,user_csv,pending,
2025-02-05,521.82,527.01,520.62,526.85,21134100,user_csv,pending,
2025-02-06,527.36,529.81,525.74,529.6,19434500,user_csv,pending,
2025-02-07,530.14,532.1,522.19,522.92,29605500,user_csv,pending,
2025-02-10,527.22,530.36,526.75,529.25,20852800,user_csv,pending,
2025-02-11,525.96,529.92,525.83,527.99,19325500,user_csv,pending,
2025-02-12,522.3,529.19,521.95,528.3,25009400,user_csv,pending,
2025-02-13,529.98,536.22,529.19,535.9,28714800,user_csv,pending,
2025-02-14,536.01,538.84,535.67,538.15,17862600,user_csv,pending,
2025-02-18,539.73,540,536.04,539.37,20565000,user_csv,pending,
2025-02-19,538.57,540.81,536.46,539.52,19666900,user_csv,pending,
2025-02-20,538.73,539.1,532.46,537.23,26550800,user_csv,pending,
2025-02-21,538.38,538.4,525.71,526.08,47093800,user_csv,pending,
2025-02-24,527.88,529.07,519.53,519.87,39268400,user_csv,pending,
2025-02-25,519.24,519.32,509.44,513.32,48940000,user_csv,pending,
2025-02-26,515.53,519.66,511.37,514.56,34457600,user_csv,pending,
2025-02-27,518.13,519.07,500.05,500.27,52448000,user_csv,pending,
2025-02-28,500.13,508.78,496.93,508.17,47654000,user_csv,pending,
2025-03-03,511.52,513.04,493.58,497.05,44587200,user_csv,pending,
2025-03-04,494.18,503.74,487.74,495.55,67875400,user_csv,pending,
2025-03-05,496.2,503.63,491.26,502.01,46323700,user_csv,pending,
2025-03-06,493.69,498.58,486.2,488.2,57574300,user_csv,pending,
2025-03-07,487.16,493.28,480.53,491.79,54714700,user_csv,pending,
2025-03-10,483.45,483.97,468.66,472.73,76668000,user_csv,pending,
2025-03-11,472.35,478.81,467.01,471.6,68760800,user_csv,pending,
2025-03-12,479.16,481.06,471.79,476.92,46971100,user_csv,pending,
2025-03-13,476.25,476.28,466.43,468.34,46563300,user_csv,pending,
2025-03-14,473.73,480.56,473.12,479.66,43563000,user_csv,pending,
2025-03-17,479.61,485.84,477.8,482.77,41744400,user_csv,pending,
2025-03-18,479.41,479.61,472.41,474.54,39072300,user_csv,pending,
2025-03-19,476.81,485.33,474.87,480.89,40430300,user_csv,pending,
2025-03-20,476.88,484.55,476.18,479.26,36780500,user_csv,pending,
2025-03-21,474.08,481.61,472.91,480.84,42234900,user_csv,pending,
2025-03-24,487.74,491.51,484.4,490.66,34567200,user_csv,pending,
2025-03-25,491.39,493.62,490.42,493.46,26035200,user_csv,pending,
2025-03-26,492.3,493.16,482.82,484.38,34627100,user_csv,pending,
2025-03-27,482.41,486.58,480.25,481.62,33469800,user_csv,pending,
2025-03-28,479.81,480.52,468.05,468.94,46363800,user_csv,pending,
2025-03-31,461.92,469.86,457.33,468.92,53000300,user_csv,pending,
2025-04-01,467.3,473.63,464.42,472.7,41156200,user_csv,pending,
2025-04-02,466.12,479.56,465.86,476.15,49894500,user_csv,pending,
2025-04-03,456.44,460.07,450.14,450.66,70456300,user_csv,pending,
2025-04-04,438.14,440.37,422.67,422.67,117088400,user_csv,pending,
2025-04-07,408.66,443.14,402.39,423.69,161557000,user_csv,pending,
2025-04-08,438.16,443.14,409.79,416.06,101248100,user_csv,pending,
2025-04-09,415.57,467.83,415.43,466,142876900,user_csv,pending,
2025-04-10,453.56,455.59,432.63,446.18,108384100,user_csv,pending,
2025-04-11,444.65,455.79,441.33,454.4,52483800,user_csv,pending,
2025-04-14,464.46,465.05,452.63,457.48,43941200,user_csv,pending,
2025-04-15,458.54,462.38,456.15,457.99,35404200,user_csv,pending,
2025-04-16,449.03,452.62,437.76,444.18,48980600,user_csv,pending,
2025-04-17,447.17,447.75,441.36,444.1,44837000,user_csv,pending,
2025-04-21,438.23,439.08,427.93,433.11,44149300,user_csv,pending,
2025-04-22,438.82,447.58,437.62,444.48,52304400,user_csv,pending,
2025-04-23,458.17,463.38,452.88,454.56,55801100,user_csv,pending,
2025-04-24,456.48,467.66,455.83,467.35,45956100,user_csv,pending,
2025-04-25,466.97,473.09,465.39,472.56,38697100,user_csv,pending,
2025-04-28,473.03,474.81,466.03,472.41,33550800,user_csv,pending,
2025-04-29,470.17,476.42,469.59,475.53,30613100,user_csv,pending,
2025-04-30,467.13,477.2,462.43,475.47,46810600,user_csv,pending,
2025-05-01,483.41,487.18,480.74,481.68,43316500,user_csv,pending,
2025-05-02,486.54,490.91,484.83,488.83,39218100,user_csv,pending,
2025-05-05,484.6,489.03,484.1,485.93,28309500,user_csv,pending,
2025-05-06,479.56,485.05,478.19,481.41,32786300,user_csv,pending,
2025-05-07,482.08,485.8,476.78,483.3,38006300,user_csv,pending,
2025-05-08,488.53,492.7,484.17,488.29,39577600,user_csv,pending,
2025-05-09,490.21,491.54,486.2,487.97,27767400,user_csv,pending,
2025-05-12,506.99,507.89,501.48,507.85,45090600,user_csv,pending,
2025-05-13,509.16,517.39,508.42,515.59,53269600,user_csv,pending,
2025-05-14,516.77,519.23,515.75,518.68,47014500,user_csv,pending,
2025-05-15,516.52,521.93,515.17,519.25,50153300,user_csv,pending,
2025-05-16,520.66,521.7,517.1,521.51,48394600,user_csv,pending,
2025-05-19,514.24,522.53,514.24,522.01,52536200,user_csv,pending,
2025-05-20,519.47,520.93,516.66,520.27,42517600,user_csv,pending,
2025-05-21,516.27,523,511.24,513.04,71292800,user_csv,pending,
2025-05-22,513.66,517.71,512.3,514,55607200,user_csv,pending,
2025-05-23,506.18,511.84,505.58,509.24,58368100,user_csv,pending,
2025-05-27,516.15,521.71,514.59,521.22,47226300,user_csv,pending,
2025-05-28,522.18,523.68,518.39,518.91,46637200,user_csv,pending,
2025-05-29,526.33,526.48,517.32,519.93,58513300,user_csv,pending,
2025-05-30,519.44,520.68,511.93,519.11,67662800,user_csv,pending,
2025-06-02,517.24,523.45,515.97,523.21,44762800,user_csv,pending,
2025-06-03,523.56,528.74,522.69,527.3,44070300,user_csv,pending,
2025-06-04,528.01,529.84,525.97,528.77,41359300,user_csv,pending,
2025-06-05,530.18,533.05,522.66,524.79,61031200,user_csv,pending,
2025-06-06,530,531.8,528.21,529.92,42467000,user_csv,pending,
2025-06-09,530.14,532.35,529.01,530.7,33688700,user_csv,pending,
2025-06-10,531.17,534.9,528.89,534.21,40664800,user_csv,pending,
2025-06-11,535.62,536.78,530.11,532.41,53701000,user_csv,pending,
2025-06-12,531.09,534.64,530.84,533.66,34104900,user_csv,pending,
2025-06-13,527.68,531.87,525.73,526.96,55814400,user_csv,pending,
2025-06-16,530.5,535.37,530.45,534.29,37622100,user_csv,pending,
2025-06-17,531.71,533.33,527.91,529.08,42180900,user_csv,pending,
2025-06-18,530.1,532.55,527.4,528.99,43983500,user_csv,pending,
2025-06-20,532.26,533.56,524.88,526.83,61643500,user_csv,pending,
2025-06-23,526.81,532.17,523.65,531.65,50666100,user_csv,pending,
2025-06-24,536.89,540.7,536.27,539.78,45442000,user_csv,pending,
2025-06-25,542.06,543.31,539.38,541.16,44804200,user_csv,pending,
2025-06-26,543.35,546.67,541.52,546.22,43811400,user_csv,pending,
2025-06-27,547.26,549.99,544.54,548.09,57577100,user_csv,pending,
2025-06-30,551.26,552.8,549.01,551.64,45548700,user_csv,pending,
2025-07-01,549.73,550.71,544.66,546.99,56166700,user_csv,pending,
2025-07-02,546.16,551,546.12,550.8,36538300,user_csv,pending,
2025-07-03,553.18,557.2,553.18,556.22,26443500,user_csv,pending,
2025-07-07,553.52,554.34,549.58,552.03,45349300,user_csv,pending,
2025-07-08,553.38,554.01,551.1,552.34,36153300,user_csv,pending,
2025-07-09,554.48,557.63,553.1,556.25,43045500,user_csv,pending,
2025-07-10,556.89,557.3,552.75,555.45,34710900,user_csv,pending,
2025-07-11,553.3,555.79,552.05,554.2,39618600,user_csv,pending,
2025-07-14,553.99,556.95,551.63,556.21,36453300,user_csv,pending,
2025-07-15,560.25,560.8,556.66,556.72,43277700,user_csv,pending,
2025-07-16,557.28,560.21,551.56,557.29,52314700,user_csv,pending,
2025-07-17,558.02,562.31,557.21,561.8,40423800,user_csv,pending,
2025-07-18,563.12,564.73,559.98,561.26,50484700,user_csv,pending,
2025-07-21,562.09,566.06,562.06,564.17,39595200,user_csv,pending,
2025-07-22,564.3,564.35,558.61,561.25,43270600,user_csv,pending,
2025-07-23,562.34,563.85,559.58,563.81,40215300,user_csv,pending,
2025-07-24,565.13,566.24,563.29,565.01,42275500,user_csv,pending,
2025-07-25,564.93,567.7,564.27,566.37,30630800,user_csv,pending,
2025-07-28,567.74,569.04,566.87,568.14,31498700,user_csv,pending,
2025-07-29,570.76,572.11,566.53,567.26,45463300,user_csv,pending,
2025-07-30,568.18,570.62,565.05,568.02,43433800,user_csv,pending,
2025-07-31,574.54,574.63,563.87,565.01,64613600,user_csv,pending,
2025-08-01,558.83,559.02,551.68,553.88,69400800,user_csv,pending,
2025-08-04,559.05,564.32,558.95,564.1,47669800,user_csv,pending,
2025-08-05,565.39,566.56,559.73,560.27,48666600,user_csv,pending,
2025-08-06,561.11,567.76,560.63,567.32,41823700,user_csv,pending,
2025-08-07,571.67,573.32,565.11,569.24,44463000,user_csv,pending,
2025-08-08,570.45,574.77,570.15,574.55,35255500,user_csv,pending,
2025-08-11,574.69,576.8,571.57,572.85,33112900,user_csv,pending,
2025-08-12,575.16,580.35,572.49,580.05,42143300,user_csv,pending,
2025-08-13,582.76,583.32,578.94,580.34,41209300,user_csv,pending,
2025-08-14,578.28,581.88,577.91,579.89,45425000,user_csv,pending,
2025-08-15,579.8,579.84,575.57,577.34,49480200,user_csv,pending,
2025-08-18,576.44,577.77,575.24,577.11,29831000,user_csv,pending,
2025-08-19,576.39,576.56,568.25,569.28,53752600,user_csv,pending,
2025-08-20,568.33,568.45,558.84,565.9,76781100,user_csv,pending,
2025-08-21,564.35,566.49,560.98,563.28,46436900,user_csv,pending,
2025-08-22,564.67,573.99,563.27,571.97,51502100,user_csv,pending,
2025-08-25,570.4,573.29,569.16,570.32,34044700,user_csv,pending,
2025-08-26,569.83,572.92,568.8,572.61,34103000,user_csv,pending,
2025-08-27,571.59,574.41,570.37,573.49,36927100,user_csv,pending,
2025-08-28,574.11,578,572.46,577.08,46787900,user_csv,pending,
2025-08-29,574.66,575.03,568.54,570.4,56030400,user_csv,pending,
2025-09-02,561.31,565.97,559.54,565.62,65876800,user_csv,pending,
2025-09-03,569.23,571.7,566.73,570.07,54230200,user_csv,pending,
2025-09-04,570.74,575.6,569.03,575.23,47526300,user_csv,pending,
2025-09-05,580.49,581.12,571.53,576.06,68342500,user_csv,pending,
2025-09-08,578.37,580.84,577.77,578.87,46371400,user_csv,pending,
2025-09-09,579.67,580.94,577.04,580.51,44007600,user_csv,pending,
2025-09-10,583.74,583.77,578.55,580.7,49308000,user_csv,pending,
2025-09-11,583.24,584.88,581.62,584.08,44745800,user_csv,pending,
2025-09-12,585.04,587.86,584.1,586.66,50745900,user_csv,pending,
2025-09-15,588.44,591.79,588.29,591.68,44360300,user_csv,pending,
2025-09-16,592.61,592.86,590.49,591.18,36942100,user_csv,pending,
2025-09-17,591.1,591.75,584.37,590,69384800,user_csv,pending,
2025-09-18,594.91,598.14,592.96,595.32,61069300,user_csv,pending,
2025-09-19,597.33,600.05,595.85,599.35,58196100,user_csv,pending,
2025-09-22,597.74,602.87,597.72,602.2,57154800,user_csv,pending,
2025-09-23,602.37,602.57,596.98,598.2,64635500,user_csv,pending,
2025-09-24,599.58,599.9,593.36,596.1,49850300,user_csv,pending,
2025-09-25,592.2,595.12,588.5,593.53,70920200,user_csv,pending,
2025-09-26,594.35,596.3,591.06,595.97,54337400,user_csv,pending,
2025-09-29,599.11,602.05,597.41,598.73,48332900,user_csv,pending,
2025-09-30,598.43,600.71,596.1,600.37,46533800,user_csv,pending,
2025-10-01,597.17,603.79,596.34,603.25,46899600,user_csv,pending,
2025-10-02,607.06,607.16,602.93,605.73,43765400,user_csv,pending,
2025-10-03,606.51,607.33,601.39,603.18,46482100,user_csv,pending,
2025-10-06,608.45,609.36,605.97,607.71,41962100,user_csv,pending,
2025-10-07,609.02,609.71,603.03,604.51,58209500,user_csv,pending,
2025-10-08,605.41,611.75,605.26,611.44,50629800,user_csv,pending,
2025-10-09,611.48,611.61,607.48,610.7,45551000,user_csv,pending,
2025-10-10,611.4,613.18,589.05,589.5,97614800,user_csv,pending,
2025-10-13,599.68,602.95,597.23,602.01,65872600,user_csv,pending,
2025-10-14,595.31,602.69,590.13,598,69203200,user_csv,pending,
2025-10-15,604.01,606.7,595.93,602.22,62805500,user_csv,pending,
2025-10-16,605.11,608.31,595.5,599.99,70982000,user_csv,pending,
2025-10-17,597.95,605.51,596.37,603.93,71911200,user_csv,pending,
2025-10-20,,,,,,,,
